,availability,location,total_sqft,bath,price,bhk,loction
8383,Ready To Move,Vidyaranyapura,1560.0,3.0,68.0,3,Vidyaranyapura
8384,Ready To Move,Vidyaranyapura,1120.0,2.0,70.0,2,Vidyaranyapura
8385,Ready To Move,Vidyaranyapura,945.0,2.0,40.0,2,Vidyaranyapura
8386,Ready To Move,Vidyaranyapura,1100.0,2.0,54.0,2,Vidyaranyapura
8387,Ready To Move,Vidyaranyapura,1200.0,2.0,65.0,3,Vidyaranyapura
8388,Ready To Move,Vidyaranyapura,1200.0,2.0,52.0,2,Vidyaranyapura
8389,Ready To Move,Vidyaranyapura,1050.0,2.0,50.0,2,Vidyaranyapura
8390,18-May,Vidyaranyapura,1188.0,2.0,50.0,2,Vidyaranyapura
8391,Ready To Move,Vidyaranyapura,1100.0,2.0,75.0,3,Vidyaranyapura
8392,Ready To Move,Vidyaranyapura,1100.0,2.0,72.0,3,Vidyaranyapura
8393,Ready To Move,Vidyaranyapura,2400.0,5.0,135.0,4,Vidyaranyapura
8394,Ready To Move,Vidyaranyapura,1100.0,2.0,41.0,2,Vidyaranyapura
8395,Ready To Move,Vidyaranyapura,1200.0,2.0,60.5,2,Vidyaranyapura
8396,Ready To Move,Vidyaranyapura,1200.0,2.0,42.0,2,Vidyaranyapura
8397,Ready To Move,Vignana Nagar,1200.0,2.0,55.0,2,other
8398,Ready To Move,Vignana Nagar,1100.0,2.0,47.0,2,other
8399,Ready To Move,Vignana Nagar,1110.0,2.0,58.0,2,other
8400,Ready To Move,Vignana Nagar,1000.0,2.0,35.0,2,other
8401,Ready To Move,Vijaya Bank Layout,2400.0,2.0,150.0,3,other
8402,Ready To Move,Vijaya Bank Layout,1374.0,2.0,70.0,3,other
8403,Ready To Move,Vijaya Bank Layout,1605.0,2.0,85.0,3,other
8404,Ready To Move,Vijaya Bank Layout,1200.0,2.0,68.0,3,other
8405,Ready To Move,Vijaya Bank Layout,1700.0,2.0,68.5,3,other
8406,Ready To Move,Vijaya Bank Layout,4000.0,6.0,460.0,6,other
8407,21-Jun,Vijayanagar,1704.0,3.0,110.0,3,Vijayanagar
8408,21-Jun,Vijayanagar,1933.0,3.0,129.0,3,Vijayanagar
8409,Ready To Move,Vijayanagar,1500.0,3.0,75.5,3,Vijayanagar
8410,Ready To Move,Vijayanagar,1450.0,3.0,100.0,3,Vijayanagar
8411,Ready To Move,Vijayanagar,1580.0,2.0,134.0,3,Vijayanagar
8412,21-Jun,Vijayanagar,1826.0,3.0,121.0,3,Vijayanagar
8413,21-Jun,Vijayanagar,1739.0,3.0,116.0,3,Vijayanagar
8414,21-Jun,Vijayanagar,1490.0,3.0,100.0,3,Vijayanagar
8415,20-Jun,Vijayanagar,1180.0,2.0,65.0,2,Vijayanagar
8416,21-Jun,Vijayanagar,606.0,1.0,34.78,1,Vijayanagar
8417,Ready To Move,Vijayanagar,1352.0,2.0,68.0,2,Vijayanagar
8418,Ready To Move,Vijayanagar,1527.0,3.0,115.0,3,Vijayanagar
8419,Ready To Move,Vijayanagar,989.0,2.0,60.0,2,Vijayanagar
8420,21-Jun,Vijayanagar,1520.0,2.0,103.0,3,Vijayanagar
8421,21-Jun,Vijayanagar,1749.0,3.0,117.0,3,Vijayanagar
8422,21-Jun,Vijayanagar,1046.0,2.0,75.0,2,Vijayanagar
8423,19-Dec,Vijayanagar,606.0,1.0,40.0,1,Vijayanagar
8424,Ready To Move,Vijayanagar,1200.0,2.0,62.0,2,Vijayanagar
8425,Ready To Move,Vijayanagar,1300.0,2.0,75.0,3,Vijayanagar
8426,20-Feb,Vijayanagar,1484.0,3.0,79.19,3,Vijayanagar
8427,Ready To Move,Vijayanagar,1760.0,3.0,140.0,3,Vijayanagar
8428,21-Jun,Vijayanagar,2047.0,3.0,136.0,3,Vijayanagar
8429,Ready To Move,Vijayanagar,1200.0,2.0,75.0,3,Vijayanagar
8430,Ready To Move,Vijayanagar,1178.0,2.0,82.0,2,Vijayanagar
8431,Ready To Move,Vijayanagar,864.0,2.0,45.0,2,Vijayanagar
8432,Ready To Move,Vijayanagar,2100.0,6.0,252.0,4,Vijayanagar
8433,Ready To Move,Vijayanagar,920.0,2.0,60.0,2,Vijayanagar
8434,Ready To Move,Vijayanagar,1019.0,2.0,58.0,2,Vijayanagar
8435,Ready To Move,Vijayanagar,2400.0,6.0,125.0,5,Vijayanagar
8436,21-Jun,Vijayanagar,1180.0,2.0,86.0,2,Vijayanagar
8437,21-Jun,Vijayanagar,1046.0,2.0,49.06,2,Vijayanagar
8438,Ready To Move,Vijayanagar,2400.0,2.0,230.0,1,Vijayanagar
8439,21-Jun,Vijayanagar,492.0,1.0,40.0,1,Vijayanagar
8440,Ready To Move,Vijayanagar,1375.0,2.0,75.0,3,Vijayanagar
8441,Ready To Move,Vijinapura,1290.0,2.0,71.95,2,other
8442,18-Aug,Vimanapura,1275.0,2.0,47.0,2,other
8443,Ready To Move,Vinayak Nagar,705.0,1.0,36.5,1,other
8444,Ready To Move,Vinayak Nagar,1758.0,3.0,95.0,3,other
8445,Ready To Move,Vinayaka Nagar,1340.0,2.0,65.0,2,other
8446,Ready To Move,Vinayaka Nagar,1200.0,2.0,52.0,2,other
8447,Ready To Move,Vinayaka Nagar,1145.0,2.0,51.0,2,other
8448,Ready To Move,Virat Nagar,1196.0,2.0,56.81,2,other
8449,18-May,Virat Nagar,1110.0,2.0,52.0,2,other
8450,18-Apr,Virat Nagar,1215.0,2.0,49.75,3,other
8451,Ready To Move,Virupakshapura,1075.0,2.0,55.0,2,other
8452,Ready To Move,Vishveshwarya Layout,750.0,1.0,30.0,1,Vishveshwarya Layout
8453,Ready To Move,Vishveshwarya Layout,2000.0,4.0,75.0,4,Vishveshwarya Layout
8454,Ready To Move,Vishveshwarya Layout,2100.0,6.0,92.0,6,Vishveshwarya Layout
8455,Ready To Move,Vishveshwarya Layout,2000.0,3.0,90.0,4,Vishveshwarya Layout
8456,Ready To Move,Vishwanatha Nagenahalli,2159.0,3.0,110.0,3,other
8457,Ready To Move,Vishwanatha Nagenahalli,2159.0,3.0,120.0,3,other
8458,Ready To Move,Vishwanatha Nagenahalli,2200.0,3.0,115.0,4,other
8459,Ready To Move,Vishwanatha Nagenahalli,2159.0,3.0,120.0,3,other
8460,Ready To Move,Vishwapriya Layout,820.0,2.0,30.0,2,Vishwapriya Layout
8461,Ready To Move,Vishwapriya Layout,770.0,2.0,30.0,2,Vishwapriya Layout
8462,Ready To Move,Vishwapriya Layout,910.0,2.0,36.0,2,Vishwapriya Layout
8463,Ready To Move,Vishwapriya Layout,890.0,2.0,37.0,2,Vishwapriya Layout
8464,18-Apr,Vishwapriya Nagar,946.0,2.0,38.0,2,other
8465,Ready To Move,Vishwapriya Nagar,1200.0,3.0,80.0,3,other
8466,Ready To Move,Vittal Nagar,1100.0,2.0,49.0,2,other
8467,Ready To Move,Vittal Nagar,1000.0,2.0,45.0,2,other
8468,Ready To Move,Vittasandra,1404.0,2.0,71.0,2,Vittasandra
8469,Ready To Move,Vittasandra,1246.0,2.0,67.0,2,Vittasandra
8470,Ready To Move,Vittasandra,1404.0,2.0,69.3,2,Vittasandra
8471,Ready To Move,Vittasandra,1246.0,2.0,67.3,2,Vittasandra
8472,Ready To Move,Vittasandra,1246.0,2.0,64.5,2,Vittasandra
8473,Ready To Move,Vittasandra,1246.0,2.0,64.5,2,Vittasandra
8474,Ready To Move,Vittasandra,1246.0,2.0,68.0,2,Vittasandra
8476,Ready To Move,Vittasandra,1238.0,2.0,67.0,2,Vittasandra
8477,Ready To Move,Vittasandra,1404.0,2.0,75.0,2,Vittasandra
8478,Ready To Move,Vittasandra,1246.0,2.0,65.0,2,Vittasandra
8479,Ready To Move,Vittasandra,1238.0,2.0,67.0,2,Vittasandra
8480,Ready To Move,Vittasandra,1246.0,2.0,67.4,2,Vittasandra
8481,Ready To Move,Vittasandra,1259.0,2.0,67.4,2,Vittasandra
8482,Ready To Move,Vittasandra,1404.0,2.0,68.8,2,Vittasandra
8483,Ready To Move,Vittasandra,1246.0,2.0,62.3,2,Vittasandra
8484,Ready To Move,Vittasandra,1246.0,2.0,63.0,2,Vittasandra
8485,Ready To Move,Vittasandra,1246.0,2.0,67.4,2,Vittasandra
8486,Ready To Move,Vittasandra,1246.0,2.0,65.4,2,Vittasandra
8488,Ready To Move,Vittasandra,1238.0,2.0,67.32,2,Vittasandra
8489,Ready To Move,Vittasandra,1246.0,2.0,67.4,2,Vittasandra
8491,Ready To Move,Vittasandra,1246.0,2.0,67.3,2,Vittasandra
8492,Ready To Move,Vittasandra,1404.0,2.0,70.0,2,Vittasandra
8493,Ready To Move,Vittasandra,1259.0,2.0,67.48,2,Vittasandra
8494,Ready To Move,Vittasandra,1404.0,2.0,75.0,2,Vittasandra
8496,Ready To Move,Vittasandra,1246.0,2.0,67.0,2,Vittasandra
8499,Ready To Move,Vittasandra,1404.0,2.0,72.0,2,Vittasandra
8500,Ready To Move,Vittasandra,1246.0,2.0,67.5,2,Vittasandra
8501,Ready To Move,Vittasandra,1246.0,2.0,67.5,2,Vittasandra
8502,Ready To Move,Vittasandra,1404.0,2.0,70.0,2,Vittasandra
8503,Ready To Move,Vittasandra,1246.0,2.0,65.0,2,Vittasandra
8504,Ready To Move,Vittasandra,1246.0,2.0,67.4,2,Vittasandra
8506,Ready To Move,Vivek Nagar,3000.0,4.0,130.0,8,other
8507,Ready To Move,Vivek Nagar,1600.0,2.0,160.0,2,other
8508,Ready To Move,Volagerekallahalli,1070.0,2.0,33.0,2,other
8509,Ready To Move,Volagerekallahalli,1070.0,2.0,33.15,2,other
8510,Ready To Move,Volagerekallahalli,1067.0,2.0,33.99,2,other
8511,Ready To Move,Volagerekallahalli,1070.0,2.0,32.99,2,other
8512,Ready To Move,Volagerekallahalli,1070.0,2.0,33.43,2,other
8513,Ready To Move,Volagerekallahalli,1095.0,2.0,39.0,2,other
8514,Ready To Move,Whitefield,1170.0,2.0,38.0,2,Whitefield
8515,18-Feb,Whitefield,1800.0,2.0,70.0,3,Whitefield
8516,20-Dec,Whitefield,1610.0,3.0,81.0,3,Whitefield
8517,20-Sep,Whitefield,1459.0,2.0,94.82,2,Whitefield
8518,Ready To Move,Whitefield,2010.0,3.0,91.0,3,Whitefield
8519,Ready To Move,Whitefield,1116.0,2.0,51.91,2,Whitefield
8520,Ready To Move,Whitefield,1225.0,2.0,47.6,2,Whitefield
8521,Ready To Move,Whitefield,1075.0,2.0,53.0,2,Whitefield
8522,Ready To Move,Whitefield,1280.0,2.0,75.0,2,Whitefield
8523,19-Dec,Whitefield,1173.0,2.0,58.0,2,Whitefield
8524,Ready To Move,Whitefield,1910.0,3.0,161.0,3,Whitefield
8525,Ready To Move,Whitefield,3252.0,4.0,230.0,4,Whitefield
8526,Ready To Move,Whitefield,11890.0,4.0,700.0,4,Whitefield
8527,18-May,Whitefield,1130.0,2.0,42.16,2,Whitefield
8528,Ready To Move,Whitefield,1040.0,2.0,48.5,2,Whitefield
8529,Ready To Move,Whitefield,1150.0,2.0,70.0,2,Whitefield
8530,20-Dec,Whitefield,1768.0,3.0,101.0,3,Whitefield
8531,18-Mar,Whitefield,1500.0,3.0,61.95,3,Whitefield
8532,Ready To Move,Whitefield,4144.0,4.0,315.0,4,Whitefield
8533,Ready To Move,Whitefield,4104.0,4.0,360.0,4,Whitefield
8534,Ready To Move,Whitefield,1790.0,3.0,100.0,3,Whitefield
8535,Ready To Move,Whitefield,1720.0,3.0,100.0,3,Whitefield
8536,Ready To Move,Whitefield,1140.0,2.0,56.0,2,Whitefield
8537,18-Sep,Whitefield,1640.0,4.0,91.0,3,Whitefield
8538,Ready To Move,Whitefield,805.0,2.0,35.0,2,Whitefield
8539,Ready To Move,Whitefield,1155.0,2.0,59.95,2,Whitefield
8540,18-Dec,Whitefield,2280.0,4.0,126.0,3,Whitefield
8541,Ready To Move,Whitefield,1650.0,3.0,60.0,3,Whitefield
8542,20-Dec,Whitefield,1447.0,2.0,83.0,2,Whitefield
8543,Ready To Move,Whitefield,1116.0,2.0,51.91,2,Whitefield
8544,18-Feb,Whitefield,1897.0,3.0,130.0,3,Whitefield
8545,Ready To Move,Whitefield,2225.0,2.0,125.0,3,Whitefield
8546,Ready To Move,Whitefield,4348.5,2.0,304.0,4,Whitefield
8547,Ready To Move,Whitefield,1495.0,2.0,79.5,2,Whitefield
8548,Ready To Move,Whitefield,1113.0,2.0,62.0,2,Whitefield
8549,Ready To Move,Whitefield,2268.0,3.0,163.0,4,Whitefield
8550,Ready To Move,Whitefield,1560.0,2.0,72.0,3,Whitefield
8551,18-Sep,Whitefield,1200.0,2.0,45.84,2,Whitefield
8552,Ready To Move,Whitefield,2400.0,4.0,200.0,4,Whitefield
8553,Ready To Move,Whitefield,1985.0,3.0,75.0,3,Whitefield
8554,Ready To Move,Whitefield,1360.0,2.0,95.0,2,Whitefield
8555,Ready To Move,Whitefield,1254.0,2.0,40.0,2,Whitefield
8556,18-Dec,Whitefield,1697.0,3.0,94.79,3,Whitefield
8557,Ready To Move,Whitefield,5000.0,4.0,400.0,4,Whitefield
8558,Ready To Move,Whitefield,3000.0,5.0,250.0,4,Whitefield
8559,Ready To Move,Whitefield,1700.0,3.0,115.0,3,Whitefield
8560,Ready To Move,Whitefield,1140.0,2.0,41.0,2,Whitefield
8561,Ready To Move,Whitefield,1190.0,2.0,57.0,2,Whitefield
8562,18-Jan,Whitefield,2842.0,3.0,162.0,3,Whitefield
8563,Ready To Move,Whitefield,1403.0,2.0,60.81,3,Whitefield
8564,Ready To Move,Whitefield,1232.0,2.0,45.0,2,Whitefield
8565,Ready To Move,Whitefield,1485.0,3.0,65.0,3,Whitefield
8566,18-May,Whitefield,1500.0,3.0,130.0,3,Whitefield
8567,18-Oct,Whitefield,1280.0,2.0,75.0,2,Whitefield
8568,18-Dec,Whitefield,1330.0,2.0,71.0,2,Whitefield
8569,Ready To Move,Whitefield,1405.0,2.0,78.0,3,Whitefield
8570,Ready To Move,Whitefield,2225.0,3.0,115.0,3,Whitefield
8571,21-Mar,Whitefield,1272.0,2.0,95.05,2,Whitefield
8572,Ready To Move,Whitefield,1205.0,2.0,39.0,2,Whitefield
8573,Ready To Move,Whitefield,1541.0,3.0,72.0,3,Whitefield
8574,18-Dec,Whitefield,1192.0,2.0,71.0,2,Whitefield
8575,17-Oct,Whitefield,1277.0,2.0,61.3,2,Whitefield
8576,18-May,Whitefield,1185.0,2.0,40.0,2,Whitefield
8577,20-Dec,Whitefield,1306.0,3.0,54.65,3,Whitefield
8578,Ready To Move,Whitefield,1626.0,3.0,89.0,3,Whitefield
8579,Ready To Move,Whitefield,1585.0,3.0,88.0,3,Whitefield
8580,21-Dec,Whitefield,665.0,2.0,28.585,1,Whitefield
8581,18-Nov,Whitefield,1125.0,2.0,62.0,2,Whitefield
8582,Ready To Move,Whitefield,1280.0,2.0,85.0,2,Whitefield
8583,18-Dec,Whitefield,1200.0,3.0,68.5,3,Whitefield
8584,Ready To Move,Whitefield,4000.0,4.0,330.0,4,Whitefield
8585,Ready To Move,Whitefield,1697.0,3.0,108.0,3,Whitefield
8586,Ready To Move,Whitefield,1205.0,2.0,58.0,2,Whitefield
8587,Ready To Move,Whitefield,3606.0,4.0,312.0,4,Whitefield
8588,19-Dec,Whitefield,1485.0,2.0,90.0,2,Whitefield
8589,18-Apr,Whitefield,950.0,1.0,50.0,1,Whitefield
8590,Ready To Move,Whitefield,3584.0,4.0,199.0,4,Whitefield
8591,Ready To Move,Whitefield,825.0,1.0,45.0,1,Whitefield
8592,Ready To Move,Whitefield,1155.0,2.0,60.0,2,Whitefield
8593,Ready To Move,Whitefield,2010.0,3.0,92.0,3,Whitefield
8594,Ready To Move,Whitefield,1635.0,2.0,85.0,3,Whitefield
8595,18-May,Whitefield,1216.0,2.0,79.0,2,Whitefield
8596,18-Aug,Whitefield,1200.0,3.0,56.2,3,Whitefield
8597,18-Nov,Whitefield,1215.0,2.0,65.0,2,Whitefield
8598,Ready To Move,Whitefield,1870.0,3.0,90.0,3,Whitefield
8599,Ready To Move,Whitefield,1260.0,2.0,49.5,2,Whitefield
8600,18-Dec,Whitefield,2856.0,5.0,145.5,4,Whitefield
8601,Ready To Move,Whitefield,920.0,2.0,63.0,2,Whitefield
8602,20-Dec,Whitefield,1165.0,2.0,40.5,2,Whitefield
8603,Ready To Move,Whitefield,1170.0,2.0,71.0,2,Whitefield
8604,18-Apr,Whitefield,1118.0,2.0,75.0,2,Whitefield
8605,Ready To Move,Whitefield,1800.0,3.0,110.0,3,Whitefield
8606,20-Dec,Whitefield,1562.0,3.0,103.0,3,Whitefield
8607,Ready To Move,Whitefield,1190.0,2.0,67.0,2,Whitefield
8608,Ready To Move,Whitefield,1102.0,2.0,48.0,2,Whitefield
8609,18-Dec,Whitefield,2321.0,4.0,128.0,3,Whitefield
8610,Ready To Move,Whitefield,1320.0,2.0,95.0,2,Whitefield
8611,Ready To Move,Whitefield,735.0,2.0,35.0,2,Whitefield
8612,Ready To Move,Whitefield,1896.0,3.0,75.0,3,Whitefield
8613,Ready To Move,Whitefield,3010.0,3.0,200.0,3,Whitefield
8614,18-Apr,Whitefield,1346.0,2.0,96.17,2,Whitefield
8615,18-Feb,Whitefield,3850.0,5.0,316.0,3,Whitefield
8616,14-Nov,Whitefield,1410.0,3.0,43.71,3,Whitefield
8617,Ready To Move,Whitefield,1150.0,2.0,44.0,3,Whitefield
8618,Ready To Move,Whitefield,1280.0,2.0,52.0,2,Whitefield
8619,Ready To Move,Whitefield,2500.0,4.0,155.0,4,Whitefield
8620,18-Jun,Whitefield,905.0,1.0,55.0,1,Whitefield
8621,18-Sep,Whitefield,1200.0,2.0,46.13,2,Whitefield
8622,Ready To Move,Whitefield,2268.0,3.0,146.0,4,Whitefield
8623,Ready To Move,Whitefield,1150.0,2.0,55.0,2,Whitefield
8624,18-Dec,Whitefield,1500.0,3.0,71.8,3,Whitefield
8625,19-Dec,Whitefield,630.5,1.0,32.79,1,Whitefield
8626,Ready To Move,Whitefield,3537.0,5.0,210.0,4,Whitefield
8627,Ready To Move,Whitefield,1285.0,2.0,55.9,2,Whitefield
8628,18-Dec,Whitefield,1697.0,3.0,115.0,3,Whitefield
8629,Ready To Move,Whitefield,1130.0,2.0,36.0,2,Whitefield
8630,Ready To Move,Whitefield,1215.0,2.0,39.0,2,Whitefield
8631,Ready To Move,Whitefield,1495.0,2.0,79.5,2,Whitefield
8632,Ready To Move,Whitefield,3250.0,5.0,290.0,5,Whitefield
8633,19-Mar,Whitefield,1216.0,2.0,66.48,2,Whitefield
8634,Ready To Move,Whitefield,1350.0,3.0,54.0,3,Whitefield
8635,20-Dec,Whitefield,1173.0,2.0,60.0,2,Whitefield
8636,20-Dec,Whitefield,1269.0,2.0,75.0,2,Whitefield
8637,Ready To Move,Whitefield,3227.0,5.0,250.0,5,Whitefield
8638,Ready To Move,Whitefield,1545.0,3.0,79.0,3,Whitefield
8639,20-Jun,Whitefield,1306.0,3.0,54.65,3,Whitefield
8640,Ready To Move,Whitefield,1000.0,2.0,35.0,2,Whitefield
8641,Ready To Move,Whitefield,3262.0,4.0,260.0,4,Whitefield
8642,20-Jun,Whitefield,1386.0,3.0,57.46,3,Whitefield
8643,21-Dec,Whitefield,1132.0,2.0,79.28,2,Whitefield
8644,18-Nov,Whitefield,1200.0,2.0,45.84,2,Whitefield
8645,Ready To Move,Whitefield,1140.0,2.0,39.0,2,Whitefield
8646,18-Oct,Whitefield,2830.0,5.0,160.0,4,Whitefield
8647,Ready To Move,Whitefield,1205.0,2.0,40.0,2,Whitefield
8648,Ready To Move,Whitefield,1195.0,2.0,70.0,2,Whitefield
8649,18-Feb,Whitefield,3480.0,4.0,284.0,3,Whitefield
8650,Ready To Move,Whitefield,1738.0,2.0,79.0,3,Whitefield
8651,Ready To Move,Whitefield,1250.0,2.0,72.0,2,Whitefield
8652,19-Dec,Whitefield,709.0,1.0,34.385,1,Whitefield
8653,Ready To Move,Whitefield,1340.0,2.0,77.0,2,Whitefield
8654,Ready To Move,Whitefield,1320.0,2.0,79.5,2,Whitefield
8655,20-Dec,Whitefield,750.0,2.0,52.7,2,Whitefield
8656,18-Jul,Whitefield,1200.0,3.0,61.96,3,Whitefield
8657,Ready To Move,Whitefield,1180.0,2.0,41.0,2,Whitefield
8658,Ready To Move,Whitefield,1095.0,2.0,35.0,2,Whitefield
8659,Ready To Move,Whitefield,1415.0,2.0,67.0,2,Whitefield
8660,Ready To Move,Whitefield,1105.0,2.0,41.36,2,Whitefield
8661,18-Dec,Whitefield,2094.0,2.0,113.19,3,Whitefield
8662,18-Aug,Whitefield,1200.0,2.0,45.0,2,Whitefield
8663,Ready To Move,Whitefield,3445.0,5.0,270.0,4,Whitefield
8664,Ready To Move,Whitefield,1700.0,3.0,140.0,3,Whitefield
8665,18-Jun,Whitefield,4827.0,4.0,400.0,4,Whitefield
8666,Ready To Move,Whitefield,1405.0,2.0,84.5,2,Whitefield
8667,Ready To Move,Whitefield,1345.0,2.0,57.0,3,Whitefield
8668,Ready To Move,Whitefield,3252.0,4.0,280.0,4,Whitefield
8669,17-Dec,Whitefield,1200.0,2.0,45.0,2,Whitefield
8670,Ready To Move,Whitefield,1150.0,2.0,90.0,2,Whitefield
8671,20-Dec,Whitefield,2400.0,4.0,147.0,4,Whitefield
8672,Ready To Move,Whitefield,1440.0,2.0,64.0,3,Whitefield
8673,18-Dec,Whitefield,624.0,1.0,35.0,1,Whitefield
8674,18-Aug,Whitefield,1200.0,2.0,45.0,2,Whitefield
8675,18-May,Whitefield,1109.0,2.0,41.49,2,Whitefield
8676,Ready To Move,Whitefield,1700.0,3.0,95.0,3,Whitefield
8677,Ready To Move,Whitefield,4960.0,4.0,400.0,4,Whitefield
8678,18-Feb,Whitefield,2928.0,4.0,198.0,4,Whitefield
8679,18-Dec,Whitefield,1215.0,2.0,62.0,2,Whitefield
8680,20-Sep,Whitefield,2700.0,5.0,175.0,3,Whitefield
8681,Ready To Move,Whitefield,1216.0,2.0,84.0,2,Whitefield
8682,19-Sep,Whitefield,2882.0,5.0,204.0,4,Whitefield
8683,Ready To Move,Whitefield,1840.0,3.0,140.0,3,Whitefield
8684,20-Nov,Whitefield,1778.0,3.0,122.0,3,Whitefield
8685,Ready To Move,Whitefield,1400.0,2.0,80.0,2,Whitefield
8686,Ready To Move,Whitefield,650.0,1.0,25.0,1,Whitefield
8687,Ready To Move,Whitefield,2155.0,3.0,125.0,4,Whitefield
8688,17-Jun,Whitefield,905.0,1.0,52.0,1,Whitefield
8689,Ready To Move,Whitefield,1230.0,2.0,59.0,2,Whitefield
8690,Ready To Move,Whitefield,1205.0,2.0,40.0,2,Whitefield
8691,Ready To Move,Whitefield,1125.0,2.0,40.0,2,Whitefield
8692,18-Dec,Whitefield,1216.0,2.0,69.06,2,Whitefield
8693,18-Dec,Whitefield,1216.0,2.0,75.0,2,Whitefield
8694,Ready To Move,Whitefield,1355.0,2.0,78.0,2,Whitefield
8695,Ready To Move,Whitefield,1255.0,2.0,77.0,2,Whitefield
8696,18-May,Whitefield,1216.0,2.0,73.0,2,Whitefield
8697,19-Dec,Whitefield,709.0,1.0,34.735,1,Whitefield
8698,18-Oct,Whitefield,1140.0,2.0,45.0,2,Whitefield
8699,Ready To Move,Whitefield,1190.0,2.0,60.0,2,Whitefield
8700,Ready To Move,Whitefield,1312.0,2.0,55.0,2,Whitefield
8701,Ready To Move,Whitefield,1745.0,3.0,100.0,3,Whitefield
8702,18-Apr,Whitefield,3200.0,4.0,224.0,4,Whitefield
8703,Ready To Move,Whitefield,1096.0,2.0,39.0,2,Whitefield
8704,Ready To Move,Whitefield,825.0,1.0,44.9,1,Whitefield
8705,Ready To Move,Whitefield,1116.0,2.0,51.91,2,Whitefield
8706,Ready To Move,Whitefield,1227.0,2.0,53.49,2,Whitefield
8707,18-Jun,Whitefield,1235.0,2.0,47.0,2,Whitefield
8708,19-Jun,Whitefield,1870.0,3.0,138.0,3,Whitefield
8709,18-Aug,Whitefield,1175.0,2.0,39.0,2,Whitefield
8710,Ready To Move,Whitefield,1180.0,2.0,41.0,2,Whitefield
8711,Ready To Move,Whitefield,1862.0,3.0,125.0,3,Whitefield
8712,18-Dec,Whitefield,1655.0,3.0,113.0,3,Whitefield
8713,Ready To Move,Whitefield,530.0,1.0,29.44,1,Whitefield
8714,18-Dec,Whitefield,1085.0,2.0,57.0,2,Whitefield
8715,18-Apr,Whitefield,905.0,1.0,50.0,1,Whitefield
8716,18-Dec,Whitefield,1600.0,3.0,82.0,3,Whitefield
8717,18-Aug,Whitefield,1230.0,4.0,80.0,4,Whitefield
8718,Ready To Move,Whitefield,1255.0,2.0,40.0,2,Whitefield
8719,19-Dec,Whitefield,630.5,1.0,32.15,1,Whitefield
8720,18-Mar,Whitefield,905.0,1.0,52.0,1,Whitefield
8721,18-Oct,Whitefield,1200.0,3.0,57.15,3,Whitefield
8722,18-May,Whitefield,1451.0,2.0,52.43,3,Whitefield
8723,Ready To Move,Whitefield,1187.0,2.0,37.85,2,Whitefield
8724,Ready To Move,Whitefield,1216.0,2.0,83.0,2,Whitefield
8725,Ready To Move,Whitefield,1301.0,2.0,65.0,2,Whitefield
8726,Ready To Move,Whitefield,1330.0,2.0,55.0,3,Whitefield
8727,Ready To Move,Whitefield,1155.0,2.0,55.0,2,Whitefield
8728,Ready To Move,Whitefield,1355.0,3.0,76.0,2,Whitefield
8729,Ready To Move,Whitefield,4075.0,5.0,226.0,4,Whitefield
8730,Ready To Move,Whitefield,1216.0,2.0,75.0,2,Whitefield
8731,Ready To Move,Whitefield,1242.0,2.0,65.0,2,Whitefield
8732,Ready To Move,Whitefield,1495.0,2.0,67.0,3,Whitefield
8733,Ready To Move,Whitefield,1548.0,3.0,65.0,3,Whitefield
8734,18-Dec,Whitefield,2856.0,5.0,154.5,4,Whitefield
8735,18-Dec,Whitefield,1200.0,2.0,46.13,2,Whitefield
8736,18-Aug,Whitefield,1200.0,2.0,46.13,2,Whitefield
8737,Ready To Move,Whitefield,1405.0,3.0,58.0,3,Whitefield
8738,18-Dec,Whitefield,2856.0,5.0,158.5,4,Whitefield
8739,Ready To Move,Whitefield,1355.0,2.0,73.0,2,Whitefield
8740,18-Dec,Whitefield,2882.0,5.0,158.0,4,Whitefield
8741,19-Dec,Whitefield,750.0,1.0,51.0,1,Whitefield
8742,20-Dec,Whitefield,1115.0,2.0,34.555,2,Whitefield
8743,Ready To Move,Whitefield,1105.0,2.0,39.99,2,Whitefield
8744,19-Dec,Whitefield,1173.0,2.0,77.0,2,Whitefield
8745,18-Dec,Whitefield,1200.0,3.0,68.4,3,Whitefield
8746,18-Mar,Whitefield,982.0,2.0,37.0,2,Whitefield
8747,Ready To Move,Whitefield,1118.0,2.0,42.0,2,Whitefield
8748,18-Aug,Whitefield,1216.0,2.0,69.0,2,Whitefield
8749,Ready To Move,Whitefield,3425.0,5.0,250.0,4,Whitefield
8750,17-May,Whitefield,1100.0,2.0,37.0,2,Whitefield
8751,18-Jul,Whitefield,1200.0,3.0,56.0,3,Whitefield
8752,18-Dec,Whitefield,2856.0,5.0,157.5,4,Whitefield
8753,Ready To Move,Whitefield,1550.0,2.0,49.6,3,Whitefield
8754,19-Dec,Whitefield,2173.0,3.0,128.0,3,Whitefield
8755,Ready To Move,Whitefield,1435.0,3.0,45.0,3,Whitefield
8756,18-Dec,Whitefield,905.0,1.0,62.0,1,Whitefield
8757,19-Jun,Whitefield,1870.0,3.0,138.0,3,Whitefield
8758,18-Feb,Whitefield,1320.0,2.0,99.26,2,Whitefield
8759,Ready To Move,Whitefield,2901.0,4.0,190.0,3,Whitefield
8760,20-Sep,Whitefield,1485.0,2.0,96.51,2,Whitefield
